Name,Country,OSM Relation,BFS Number,Bezirksnummer,Kantonsnummer,IoU,Area Diff [%],Hausdorff Distance [m],Symmetric Diff [%],Area swisstopo [m²],Area OSM [m²]
Hofstetten bei Brienz,CH,1682482,580,250,2,0.9996185895204086,0.021082723406778203,4.179,0.03815234439679649,8774275.841329401,8776125.697635977
Bätterkinden,CH,1682401,533,245,2,0.9999952379010025,8.241650455952187e-06,0.012,0.00047621101389414954,10187605.754886845,10187604.915259989
Coppet,CH,1684917,5712,2228,22,0.9999928595233327,6.619044492680817e-05,0.015,0.0007140504524271379,5859115.83154799,5859119.709722828
Chiasso,CH,1684659,5250,2106,21,0.9999929442101416,2.5204223019074804e-05,0.118,0.0007055815641452185,5347478.522090476,5347479.869880889
Lussery-Villars,CH,1685037,5487,2223,22,0.9999940257139867,1.5489072172709727e-05,0.012,0.0005974303396751514,3736914.508269876,3736913.9294564906
Sommeri,CH,1684558,4446,2011,20,0.9985756414371977,0.015179578201791092,3.546,0.14254818672642772,4215774.249066024,4216414.185814972
Bülach,CH,1682100,53,103,1,0.9999966122727811,4.637378803078803e-05,0.015,0.0003387732172810496,16088757.84223347,16088750.381267011
Schwanden bei Brienz,CH,1682655,592,250,2,0.999543054970538,0.017760175129272606,4.179,0.0457008866308877,7054928.656709637,7053675.68902496
Luins,CH,1685035,5858,2228,22,0.9991648095905765,0.011230425129750119,3.091,0.08354924093307721,2666224.646216815,2665925.2178541305
Morbio Inferiore,CH,1684722,5257,2106,21,0.9999608142327552,7.653776666848167e-06,0.201,0.003918653352509694,2263493.3198359897,2263493.146593266
Berolle,CH,1684850,5424,2227,22,0.9989807995218829,0.04093895716933289,3.511,0.10199288591316691,9606063.786184194,9609996.408523278
Vuadens,CH,1683425,2160,1003,10,0.9999952254353444,2.557793289334911e-05,0.015,0.00047745766644333675,10445944.431128439,10445947.102985095
Melide,CH,1684711,5198,2105,21,0.9999949345360623,6.0973195981160324e-05,0.01,0.0005065475222954611,5187812.388506482,5187809.225331468
Saint-Barthélemy (VD),CH,1685133,5535,2223,22,0.9999936164669405,8.839691386517417e-07,0.012,0.000638355346331098,4123232.0366649725,4123232.0731130713
Saillon,CH,1685364,6140,2307,23,0.9993110914449801,0.0020731255384977536,3.64,0.06891530777152953,13739951.963384386,13740236.809837516
Blenio,CH,1684630,5049,2102,21,0.9999988965193665,1.9500400118581193e-06,0.402,0.00011034812298124881,201998779.42913422,201998775.4900772
Aubonne,CH,1868681,5422,2227,22,0.9999964823142827,6.554856178527989e-05,0.018,0.0003517690750469224,14334817.335938165,14334807.939671567
Ormont-Dessus,CH,1685083,5411,2221,22,0.9999985002482673,3.852666723310713e-05,0.014,0.00014997525675334726,61606598.173764996,61606574.438795924
Bedretto,CH,1684624,5063,2103,21,0.9999983811533523,8.255732446173511e-06,0.016,0.00016188480211963235,75184857.01370826,75184863.2207689
Habkern,CH,1682467,579,250,2,0.9999983549305672,1.2524775563828368e-05,0.015,0.00016450708892314884,50958914.28524806,50958920.66773771
Raperswilen,CH,1684549,4846,2013,20,0.9996414568693917,0.023331101592718916,3.86,0.035856558519049134,7685267.431502516,7683474.3739504
Ehrendingen,CH,1684300,4049,1902,19,0.9999952422399243,3.2729251467387296e-05,0.014,0.00047577721725948187,7292168.2678440185,7292170.654516108
La Neuveville,CH,1682521,723,241,2,0.9999943931755982,0.00022512028254492643,0.016,0.0005606846430359768,6784140.608228086,6784155.880704591
Heiligenschwendi,CH,1682471,927,247,2,0.9996740924262566,0.001757054554034181,3.009,0.03259578266150859,5548707.824894427,5548610.3310709
Les Planchettes,CH,1685511,6422,,24,0.9999970724259859,3.693472897445071e-05,0.012,0.0002927578839597225,11730793.174034432,11730797.506771097
Etoy,CH,1684968,5636,2227,22,0.9999950278643841,2.0750145558171784e-05,0.015,0.0004972148493532296,4917153.881646991,4917154.901963579
Montcherand,CH,1685058,5756,2224,22,0.9999944150882197,6.221172012159804e-05,0.013,0.0005584925639417088,3073775.0826910855,3073773.170442734
Baden,CH,1684261,4021,1902,19,0.9999955569642254,2.1313757947686846e-05,0.015,0.0004443045168960876,14722491.891136391,14722488.753220106
Zizers,CH,1684212,3947,1845,18,0.9997933017549846,0.008672642673931764,2.386,0.020672857333140383,11014551.57474252,11015506.827442734
Aarburg,CH,1684252,4271,1910,19,0.9999942706276317,5.344035284897263e-05,0.013,0.0005729387250352947,4413002.53575288,4413000.177428754
Reitnau,CH,1684399,4281,1910,19,0.9999957924829883,0.0001480121537492473,0.015,0.0004207522749004604,8018374.339249458,8018362.471080903
Chénens,CH,1683294,2177,1004,10,0.9999947779760331,3.721109356379025e-05,0.015,0.0005222038573877028,3940597.6180570195,3940599.084396486
Freimettigen,CH,1682445,607,246,2,0.9999924841378675,1.680623439888261e-05,0.013,0.0007515889743979874,2963419.4587508086,2963418.960711588
Turbenthal,CH,1682219,228,110,1,0.9999964195650286,3.837102696734069e-05,0.016,0.00035804406926146496,25217843.949020978,25217834.272675276
Horrenbach-Buchen,CH,1682484,932,247,2,0.9999962905314895,3.1754801909949103e-05,0.016,0.0003709475978792339,20395594.90794324,20395601.384524003
Wartau,CH,1683961,3276,1724,17,0.9999980080991604,1.5172723108796809e-05,0.015,0.00019919026727294794,41751706.56416608,41751700.22929525
Beckenried,CH,1683061,1501,,7,0.9998072434329253,0.002305649893660595,3.392,0.019277736876887382,32956486.864140723,32957246.72534506
Gossau (SG),CH,1683889,3443,1721,17,0.9999973635825283,4.644588216680052e-06,0.016,0.0002636420887724085,27506222.799693733,27506221.52214295
Bournens,CH,1684864,5472,2223,22,0.9999938739567209,0.00012292969948995693,0.015,0.0006126058278200042,3911418.3351804763,3911413.526885671
Zuzwil (BE),CH,1682738,557,246,2,0.9991575938629784,0.018536302587884135,2.737,0.08426830022128914,3467142.22762907,3466499.5476546045
Waldkirch,CH,1683957,3444,1721,17,0.9998925580110194,0.0002664159598665349,3.234,0.01074476180547282,31343072.47655567,31342988.97360828
Signau,CH,1682664,907,245,2,0.9999972136717391,8.021007476445746e-06,0.015,0.00027863320302119537,22125299.36083513,22125297.586163215
Burgdorf,CH,1682397,404,245,2,0.9999953574139685,1.7347258014169517e-05,0.015,0.00046425964051948794,15563873.607479954,15563870.907574642
Bullet,CH,1684871,5552,2224,22,0.9999973221452184,8.496297849826096e-06,0.016,0.00026778584796399,16824010.718478292,16824012.147896353
Ermatingen,CH,1684517,4646,2013,20,0.9999959803083441,3.231246561917734e-05,0.016,0.0004019699084946188,10478415.544031939,10478412.158197518
Thun,CH,1682682,942,247,2,0.9999963079175231,2.6254087412393653e-06,0.016,0.0003692089338284333,21565798.89956202,21565799.46575239
Linden,CH,1682536,614,246,2,0.999996078082116,3.810081265037767e-05,0.015,0.00039219248260904813,13233108.995933015,13233103.954010949
Embrach,CH,1682118,56,103,1,0.9991169574028298,0.011303609296337279,3.997,0.08833827216141982,12695386.92075692,12693951.883820739
Böztal,CH,13622957,4185,1906,19,0.9999969431847243,3.095303247772609e-05,0.016,0.00030568204221741873,22306020.03938152,22306026.943771146
Seehof,CH,1682662,709,241,2,0.9996958552724887,0.004814994763701358,2.85,0.030419830994305244,8421267.867129544,8421673.350736383
Laconnex,CH,1685501,6627,,25,0.9991848617010839,0.05606624183814498,2.65,0.08152420577232501,3831242.6089684837,3829094.5752219334
Bretigny-sur-Morrens,CH,1684868,5515,2223,22,0.9999916291183673,1.0686482562905363e-06,0.015,0.0008370916625879423,2867371.4540744186,2867371.4234323036
Péry-La Heutte,CH,1682611,450,241,2,0.999997269905634,2.8441685738288575e-05,0.015,0.00027300984812361913,23783599.71909596,23783606.48355265
Mendrisio,CH,2888450,5254,2106,21,0.9999968008745856,6.349011117271927e-06,0.017,0.0003199130429850661,32067969.664685726,32067967.628686767
Uesslingen-Buch,CH,1684565,4616,2012,20,0.9991971042994392,0.031196196351425266,3.988,0.08030928640052715,14027783.285944432,14023407.151126796
Collombey-Muraz,CH,1685291,6152,2308,23,0.999969153876586,0.0007241717096153463,2.185,0.0030846487469399385,29752274.726252664,29752059.26869613
Münchwilen (AG),CH,1684378,4172,1906,19,0.99999254113079,3.9465849433064065e-05,0.014,0.000745889849884746,2460455.9426469766,2460456.9136868143
Faido,CH,1684675,5072,2103,21,0.9999983840644868,1.7743294218622298e-06,0.402,0.00016159368332885473,132681011.1124203,132681013.46661852
Mümliswil-Ramiswil,CH,1683553,2428,1102,11,0.9999976743046949,2.8705260219740748e-05,0.016,0.00023256983421756015,35483873.981282145,35483884.16702051
Bovernier,CH,1685282,6131,2307,23,0.9999966497447962,6.546420897281602e-06,0.015,0.0003350260705923337,13069420.740947243,13069419.885367952
Aigle,CH,1684831,5401,2221,22,0.9999962100839359,6.739240133977906e-05,0.013,0.000378992196891311,16408612.446694082,16408601.388536127
Randa,CH,1685353,6287,2313,23,0.9999982218195578,7.234610451289122e-06,0.016,0.0001778182088965415,54509925.00980941,54509928.953390144
Coeuve,CH,1685584,6781,2603,26,0.999997352185721,6.043720560985116e-05,0.015,0.00026478169843367815,11622427.292019026,11622420.267748747
Lengnau (BE),CH,1682531,387,242,2,0.999995394602781,5.32807169620709e-05,0.015,0.00046054065970613803,7406651.779021482,7406647.832704311
La Praz,CH,1685011,5758,2224,22,0.9986083833598944,0.06286675425825966,3.665,0.13921478760737668,5122738.713263475,5119518.213705315
Fully,CH,1685308,6133,2307,23,0.999998331567642,9.40417787538266e-06,0.014,0.00016684338269747003,37805371.88128226,37805375.43656668
Echichens,CH,1868683,5634,2227,22,0.9999962445605177,2.504959632355264e-05,0.015,0.00037554470009916,13269362.994592547,13269366.318514412
Steckborn,CH,1684559,4864,2012,20,0.9999947778417251,6.776086126789197e-05,0.015,0.0005222173681513615,8785152.485007148,8785158.437902136
Hefenhofen,CH,1684527,4416,2011,20,0.999165303704021,0.015119901989735205,3.708,0.08351079293572636,6081994.359546723,6082913.9511329075
Vuisternens-devant-Romont,CH,1683428,2113,1002,10,0.9999966783791145,4.3852753177988625e-06,0.015,0.0003321626475982668,24018581.43867328,24018582.491954204
Kriegstetten,CH,1683536,2525,1106,11,0.9989686389844439,0.0314363348123871,3.083,0.10320553374282844,5371903.922621545,5373592.65232446
Dägerlen,CH,1682107,214,110,1,0.9999943933320257,1.0394071812193647e-05,0.018,0.0005606683400556372,7953976.503981599,7953975.677239569
Vaux-sur-Morges,CH,1685177,5650,2227,22,0.9999907782199038,3.716287716471425e-05,0.018,0.0009221824333747701,2105680.2951944447,2105681.0777258263
Vordemwald,CH,1684454,4287,1910,19,0.9999956526038897,8.690333341646301e-05,0.015,0.00043474074477262603,10139851.906469898,10139860.718339209
Rapperswil-Jona,CH,1683921,3340,1726,17,0.9999978656715297,1.2598474607943934e-06,0.018,0.00021343307345652682,31368738.52396129,31368738.128763035
Wisen (SO),CH,1683589,2502,1105,11,0.9992656190562397,0.028706135280156142,3.461,0.07347561454103319,4792777.683428752,4794153.504674234
Corsier-sur-Vevey,CH,1684925,5884,2230,22,0.9999943163831713,4.1880681922199435e-06,0.015,0.0005683632861416612,6743608.0549093,6743607.772482396
Holziken,CH,1684330,4136,1905,19,0.9999934615670026,5.1300262864852376e-05,0.015,0.0006538452694976701,2860438.8537280033,2860437.3863153523
Erlinsbach (SO),CH,1683500,2503,1105,11,0.9995698250946472,0.030948984022915793,3.448,0.043033403218450575,8866566.235987458,8869310.348155215
La Rippe,CH,1685012,5726,2228,22,0.99999592850851,4.548436067702317e-05,0.069,0.00040715007055687746,16591832.883674398,16591840.43036351
Bönigen,CH,1682403,572,250,2,0.9999966729338647,3.560900015360954e-05,0.016,0.0003327072262343886,15078215.208959756,15078220.578161433
Ogens,CH,1685075,5680,2223,22,0.9994093814561226,0.02267005639678508,3.139,0.05907260439753674,3401005.0345655964,3400234.024806203
Cama,CH,1684055,3831,1847,18,0.9999959584869992,4.072265359873746e-06,0.016,0.00040415210846960983,14992760.140969299,14992759.530424321
Niederweningen,CH,1682173,91,104,1,0.9990700012180935,0.07289052476310054,3.661,0.09300923337798622,6844619.990465003,6839630.911035913
Steinach,CH,1683946,3217,1722,17,0.9999944567210316,2.7639190476513415e-05,0.015,0.0005543293569011656,4507101.047881134,4507099.80215489
La Côte-aux-Fées,CH,1685497,6504,,24,0.9999974333882514,6.192153494162933e-05,0.015,0.0002566615836815248,12827401.878495673,12827409.821419809
Bubikon,CH,1682095,112,105,1,0.9999960557572337,1.2330228290275351e-06,0.014,0.00039442505215643825,11612585.156381976,11612585.01319615
Teuffenthal (BE),CH,1682680,940,247,2,0.9999939661795895,8.055787757886877e-05,0.015,0.0006033836183753443,4530767.275644461,4530763.625754505
Le Vaud,CH,1685024,5731,2228,22,0.9999886100830251,0.00020601176244852993,0.016,0.0011389970110687268,3108464.6093852865,3108458.2055825596
Reinach (BL),CH,1683694,2773,1301,13,0.9999946643808125,7.219987589785424e-05,0.045,0.0005335635348274698,6972776.228597898,6972781.262933682
Presinge,CH,1685525,6635,,25,0.9987834213316767,0.0013028666227414222,3.911,0.12173112205561314,4707487.097284466,4707425.765006306
Olten,CH,1683566,2581,1108,11,0.9999959447125891,7.126931175839737e-06,0.015,0.0004055295776593122,11485847.82118418,11485848.63977265
Seedorf (UR),CH,1683105,1214,,4,0.9990873415590003,0.005984374835130802,3.592,0.09130477829316846,25458760.783455525,25457237.235781863
Uerkheim,CH,1684442,4286,1910,19,0.9999953478803,5.4399510464987546e-05,0.015,0.0004652129255889707,7092758.593680389,7092754.735254436
Flaach,CH,1682123,28,102,1,0.9999959316535109,4.753753411812927e-05,0.016,0.00040683557330378577,10173584.588999858,10173589.425271103
Teufen (AR),CH,1683947,3024,1502,15,0.9999946631154537,1.926692110862469e-05,0.247,0.0005336898273330516,15250058.355252938,15250055.417036226
Münsterlingen,CH,1684546,4691,2013,20,0.9999933931589629,2.194738926901278e-05,0.015,0.0006606862134990771,5453727.620392453,5453726.423441622
Stettlen,CH,1682675,358,246,2,0.9999902864428857,0.00018855777863461144,0.016,0.0009713595134431067,3502966.667973007,3502960.0628568716
Chêne-Pâquier,CH,1684908,5908,2224,22,0.9977302426916866,0.02103977474250756,3.3,0.22725751812902747,2108458.0489170207,2108901.663741053
Bürchen,CH,1685284,6193,2309,23,0.9999958501791958,8.697323817605273e-05,0.212,0.00041498312198170025,13455816.71791455,13455828.420874072
Château-d'Oex,CH,1684905,5841,2230,22,0.9999988164827025,4.7075280911565535e-06,0.015,0.00011835179693327732,113664408.16745831,113664402.81667437
Haute-Sorne,CH,2759181,6729,2601,26,0.9999983320396811,8.380870786270006e-06,0.015,0.00016679617837037688,71045378.45387766,71045384.40809903
Herznach-Ueken,CH,15073595,4186,1906,19,0.9999961796070528,1.4730573270722911e-06,0.015,0.0003820400274429584,11367765.620817065,11367765.78827077
Tannay,CH,1685161,5729,2228,22,0.9999914769307049,5.315464466947523e-05,0.016,0.0008523103353440414,3512783.6327795736,3512781.7655719155
Wallisellen,CH,1682229,69,103,1,0.9994675399310504,0.014338256840998093,3.022,0.053264004647473,6419052.8544289125,6419973.23471394
Vérossaz,CH,1685402,6220,2310,23,0.9999971274160983,2.9069890314709196e-05,0.013,0.00028725884445858187,14289575.798284747,14289579.952248758
Itingen,CH,1683660,2849,1304,13,0.9981107928028626,0.012831079784517911,4.125,0.18911147537809334,3129350.631128868,3129752.1606050855
Engelberg,CH,1683067,1402,,6,0.9999981529667414,9.710980621494014e-08,0.016,0.0001847034969611882,74866354.47378954,74866354.54649211
Oppligen,CH,1682600,622,246,2,0.999128185499418,0.011957953338252031,2.832,0.08722468448904502,3400991.9048583675,3401398.593883388
Chigny,CH,1684904,5628,2227,22,0.9998637934319288,0.010563863031578087,0.516,0.013622303964416384,892271.0029940237,892365.2612806505
Champvent,CH,1684885,5905,2224,22,0.9999947614403006,2.1901384670179833e-05,0.015,0.0005238572848431449,9032759.045306085,9032757.06700678
Soazza,CH,1684171,3823,1847,18,0.9999979980587166,8.321505751315178e-06,0.015,0.00020019432057344252,46416720.45554062,46416716.59297056
Nesslau,CH,1683911,3360,1727,17,0.9999985768786996,3.126765798602497e-06,0.015,0.00014231222915323422,92701669.61532621,92701666.71676211
Balm bei Günsberg,CH,1683477,2541,1107,11,0.9999926681549729,1.5553741308725287e-05,0.015,0.0007331872474302942,5467520.09721387,5467520.947617802
Rüegsau,CH,1682635,956,245,2,0.9999957320847928,1.9764665535990727e-06,0.015,0.0004267924356951391,15061915.770641316,15061916.068335043
Hauenstein-Ifenthal,CH,1683517,2491,1105,11,0.9988780026443148,0.006760247953561084,3.203,0.11226650942197491,5354773.557399703,5355135.553369535
Broc,CH,1683278,2124,1003,10,0.9999966659620454,5.3914921559915326e-05,0.014,0.0003334044409101455,10032792.72543842,10032798.134610748
Ausserberg,CH,1685269,6191,2309,23,0.9999974580885095,1.702714133017404e-05,0.015,0.00025419149374972044,15094831.455888527,15094834.026106812
Niederhelfenschwil,CH,1683913,3423,1728,17,0.9999957121926732,8.033754569186644e-06,0.015,0.0004287816345057592,16371717.989031527,16371716.673767885
Buch (SH),CH,1683633,2961,1405,14,0.9999930096175532,3.440765746738705e-05,0.014,0.0006990405677314804,3796852.908033382,3796851.601625239
Diessenhofen,CH,1684513,4545,2012,20,0.9999942147678119,3.5184961369988324e-05,0.015,0.0005785247905792752,10084615.681682449,10084612.133414317
Avully,CH,1685447,6603,,25,0.9999937617905528,7.293265761798935e-05,0.016,0.0006238226630001679,4618283.3071424365,4618279.938905684
Rohrbachgraben,CH,1682625,339,244,2,0.999995286766933,2.2697668732825933e-05,0.015,0.0004713243640145139,6464294.641513943,6464293.174269759
Huttwil,CH,1682485,954,244,2,0.9998158457862266,0.008314309631152242,3.074,0.018416351544084268,17235335.87017048,17233902.870980266
Hausen am Albis,CH,1682133,4,101,1,0.9992172510157854,0.025917891425100183,3.734,0.07831569278769474,13602526.893526403,13606052.381677737
Staufen,CH,1684431,4210,1907,19,0.9999928074860359,4.1282022518915046e-05,0.011,0.0007192541315832743,3577861.822982003,3577863.2999957264
Känerkinden,CH,1683662,2850,1304,13,0.9999935077999511,4.849123708117349e-05,0.007,0.0006492222696865199,1479374.3225668722,1479375.0399337823
Gempen,CH,1683507,2474,1104,11,0.9997381887668314,0.02209545017485344,3.386,0.02618744381892112,5986659.4014960565,5987982.180841252
